datetime,station,pm25,pm10,no2,o3,so2,co,temperature,humidity,aqi
2026-01-22 00:00:00,Carapungo,40.1,105.55,27.47,23.75,2.24,0.58,16.69,78.68,102.58
2026-01-22 01:00:00,Centro,44.09,79.48,28.14,27.04,4.13,0.63,15.48,50.84,106.85
2026-01-22 02:00:00,Tumbaco,21.69,35.77,23.14,34.7,4.48,0.45,16.57,70.02,74.48
2026-01-22 03:00:00,Tumbaco,10.28,32.85,17.71,29.45,4.86,0.64,17.87,64.83,49.13
2026-01-22 04:00:00,Los Chillos,35.07,45.34,23.88,30.15,6.38,0.91,22.03,61.0,98.92
2026-01-22 05:00:00,Centro,17.96,74.49,43.28,20.33,3.63,0.44,12.2,75.62,86.34
2026-01-22 06:00:00,Carapungo,31.75,35.47,12.64,21.83,4.45,0.83,18.07,75.55,81.15
2026-01-22 07:00:00,Tumbaco,19.16,74.06,42.66,40.59,4.97,1.35,19.87,53.64,92.76
2026-01-22 08:00:00,Centro,45.12,117.03,53.72,22.85,5.3,0.66,18.58,62.81,151.88
2026-01-22 09:00:00,Tumbaco,29.56,66.93,26.05,39.59,5.2,0.46,21.93,68.37,101.99
2026-01-22 10:00:00,Tumbaco,19.66,41.26,19.43,26.3,5.87,0.66,17.78,61.72,75.24
2026-01-22 11:00:00,Carapungo,32.99,58.88,32.11,28.02,6.69,0.49,17.45,72.02,113.09
2026-01-22 12:00:00,Cotocollao,38.4,60.6,12.27,35.49,5.79,0.97,19.78,68.37,100.95
2026-01-22 13:00:00,Los Chillos,25.63,53.88,36.96,36.9,5.91,0.61,18.3,86.99,93.19
2026-01-22 14:00:00,Los Chillos,20.05,39.69,25.33,27.22,1.84,0.44,16.83,46.64,55.29
2026-01-22 15:00:00,Carapungo,38.63,47.31,37.11,25.28,5.1,0.37,19.55,63.53,97.94
2026-01-22 16:00:00,Tumbaco,25.21,37.22,26.09,27.61,5.96,0.82,16.04,54.1,75.88
2026-01-22 17:00:00,Centro,25.58,143.29,35.34,30.37,6.46,0.73,16.17,72.25,128.99
2026-01-22 18:00:00,Tumbaco,32.14,31.7,34.55,34.24,3.62,0.91,16.42,45.59,87.79
2026-01-22 19:00:00,Carapungo,53.84,44.82,44.57,28.03,3.68,1.19,22.06,69.16,140.68
2026-01-22 20:00:00,Los Chillos,29.43,71.21,47.66,32.33,3.85,0.75,8.34,57.44,108.83
2026-01-22 21:00:00,Tumbaco,26.4,36.61,6.39,39.47,6.07,0.59,19.19,56.19,66.79
2026-01-22 22:00:00,Los Chillos,20.8,47.6,24.21,30.67,7.07,0.6,18.1,47.64,74.74
2026-01-22 23:00:00,Centro,32.21,68.12,28.25,30.18,4.19,0.74,12.96,59.42,96.19
2026-01-23 00:00:00,Los Chillos,20.62,41.65,28.46,17.37,6.82,0.72,18.93,78.01,67.17
2026-01-23 01:00:00,Los Chillos,22.12,67.35,28.76,9.58,5.25,0.56,19.43,64.7,65.01
2026-01-23 02:00:00,Cotocollao,14.55,23.09,21.27,30.72,4.75,0.61,19.77,72.53,51.82
2026-01-23 03:00:00,Cotocollao,11.53,35.83,21.23,27.34,4.58,0.53,10.04,84.98,48.62
2026-01-23 04:00:00,Cotocollao,38.23,47.8,26.53,24.4,6.49,0.3,22.1,68.17,90.58
2026-01-23 05:00:00,Los Chillos,15.22,20.35,17.83,29.7,5.65,0.65,15.79,58.29,55.11
2026-01-23 06:00:00,Carapungo,18.29,55.07,41.26,27.58,9.55,0.98,20.06,70.61,89.62
2026-01-23 07:00:00,Los Chillos,7.16,104.88,33.07,35.89,3.3,0.63,20.22,58.47,82.48
2026-01-23 08:00:00,Carapungo,32.93,88.36,3.4,28.6,6.04,0.67,15.37,58.95,99.53
2026-01-23 09:00:00,Carapungo,22.26,94.5,42.9,22.77,3.94,0.64,19.98,46.76,105.39
2026-01-23 10:00:00,Cotocollao,38.65,28.71,18.36,34.93,3.26,0.74,16.84,76.12,87.51
2026-01-23 11:00:00,Tumbaco,24.06,28.6,9.56,26.48,4.98,0.69,11.79,60.37,57.87
2026-01-23 12:00:00,Centro,23.09,55.12,21.14,31.69,5.27,0.57,21.5,67.19,79.28
2026-01-23 13:00:00,Cotocollao,44.02,44.26,28.46,24.66,10.84,0.42,15.67,52.57,108.28
2026-01-23 14:00:00,Cotocollao,32.84,70.65,39.19,23.45,4.63,0.62,15.44,70.23,116.21
2026-01-23 15:00:00,Tumbaco,15.52,42.69,22.0,28.59,2.74,0.29,16.79,55.86,68.85
2026-01-23 16:00:00,Centro,2.81,39.66,28.21,28.09,5.55,0.63,18.82,63.3,42.45
2026-01-23 17:00:00,Los Chillos,60.49,73.05,42.97,31.36,0.85,1.16,17.83,75.53,152.35
2026-01-23 18:00:00,Los Chillos,16.33,78.71,31.99,26.12,4.82,0.52,19.64,74.49,85.69
2026-01-23 19:00:00,Cotocollao,14.58,102.47,32.08,15.15,5.03,0.44,13.98,64.74,91.38
2026-01-23 20:00:00,Centro,63.38,144.29,33.11,24.97,6.59,1.37,15.77,43.78,183.84
2026-01-23 21:00:00,Cotocollao,45.67,32.75,12.08,33.56,6.95,0.48,17.65,100.0,94.35
2026-01-23 22:00:00,Carapungo,43.0,42.69,28.44,25.92,3.99,0.83,23.69,85.95,95.27
2026-01-23 23:00:00,Cotocollao,29.16,28.75,28.89,26.28,4.7,0.57,17.66,73.67,71.36
2026-01-24 00:00:00,Cotocollao,29.43,45.64,26.65,34.9,3.47,0.57,21.26,55.96,88.62
2026-01-24 01:00:00,Los Chillos,28.83,52.0,21.67,23.02,2.74,0.69,18.12,63.64,85.55
2026-01-24 02:00:00,Los Chillos,28.07,59.81,17.43,17.2,5.62,0.42,16.55,58.48,69.59
2026-01-24 03:00:00,Los Chillos,24.25,43.86,29.87,26.88,2.45,0.63,17.26,80.17,79.31
2026-01-24 04:00:00,Carapungo,29.68,52.26,18.8,24.61,4.17,0.52,17.49,68.15,86.52
2026-01-24 05:00:00,Los Chillos,21.5,47.28,31.21,21.24,3.01,0.34,19.81,55.59,64.16
2026-01-24 06:00:00,Centro,22.36,45.46,23.78,26.77,6.1,0.67,22.12,59.35,82.35
2026-01-24 07:00:00,Tumbaco,23.71,91.61,22.78,31.44,8.6,0.82,19.08,78.45,90.33
2026-01-24 08:00:00,Centro,17.76,43.86,27.86,27.93,2.4,0.85,21.56,84.2,80.79
2026-01-24 09:00:00,Centro,44.55,100.32,44.08,30.15,1.29,0.54,15.11,83.34,131.49
2026-01-24 10:00:00,Los Chillos,14.09,75.35,32.8,40.69,4.75,0.92,16.76,74.08,75.09
2026-01-24 11:00:00,Tumbaco,10.54,36.08,23.3,25.6,5.03,0.78,15.83,61.97,50.3
2026-01-24 12:00:00,Tumbaco,18.75,33.72,26.26,29.95,5.44,0.79,18.94,26.1,66.88
2026-01-24 13:00:00,Tumbaco,26.51,31.71,23.34,24.44,4.11,0.54,16.92,68.57,69.53
2026-01-24 14:00:00,Carapungo,38.15,54.98,21.02,22.08,4.6,0.25,20.19,64.98,91.09
2026-01-24 15:00:00,Los Chillos,9.44,65.59,22.35,23.91,5.74,0.99,15.21,66.68,66.15
2026-01-24 16:00:00,Tumbaco,11.27,9.46,15.01,24.65,7.08,0.59,18.13,65.65,37.58
2026-01-24 17:00:00,Carapungo,57.58,132.6,69.51,30.52,1.09,0.68,20.06,49.08,181.22
2026-01-24 18:00:00,Cotocollao,23.33,39.01,25.45,44.44,4.26,1.03,11.8,71.69,67.22
2026-01-24 19:00:00,Cotocollao,33.33,67.65,53.05,22.99,5.43,1.25,24.36,72.59,121.06
2026-01-24 20:00:00,Carapungo,51.48,75.19,62.68,25.08,3.16,0.89,17.15,73.19,148.7
2026-01-24 21:00:00,Carapungo,18.53,69.98,51.53,27.56,8.46,0.86,11.92,76.36,107.97
2026-01-24 22:00:00,Los Chillos,22.84,21.03,21.72,30.77,3.73,0.82,18.47,72.25,59.08
2026-01-24 23:00:00,Los Chillos,11.33,51.93,30.7,29.84,4.92,0.38,18.1,60.08,48.53
2026-01-25 00:00:00,Cotocollao,18.91,82.9,47.58,36.99,6.11,0.47,17.75,64.15,101.95
2026-01-25 01:00:00,Tumbaco,19.65,19.64,16.05,11.02,3.82,0.79,20.97,66.09,55.87
2026-01-25 02:00:00,Cotocollao,10.18,52.63,13.99,11.29,1.31,0.1,20.24,66.29,36.63
2026-01-25 03:00:00,Tumbaco,20.42,28.06,7.97,24.53,4.14,0.57,18.89,76.98,41.64
2026-01-25 04:00:00,Tumbaco,17.47,41.11,24.56,35.68,7.06,0.31,19.35,72.72,77.32
2026-01-25 05:00:00,Los Chillos,26.42,45.29,9.93,17.04,4.33,0.5,17.69,89.93,78.41
2026-01-25 06:00:00,Centro,33.31,49.53,30.83,6.95,3.31,0.54,23.33,91.48,68.62
2026-01-25 07:00:00,Centro,69.12,109.87,59.85,32.0,6.85,0.79,13.56,65.96,181.8
2026-01-25 08:00:00,Carapungo,44.85,140.53,51.64,29.71,4.34,0.73,18.42,20.0,169.58
2026-01-25 09:00:00,Los Chillos,27.85,63.2,42.61,20.37,3.98,0.57,18.2,79.84,92.52
2026-01-25 10:00:00,Tumbaco,18.38,44.64,21.42,21.1,5.3,1.06,20.44,58.52,64.03
2026-01-25 11:00:00,Centro,36.88,35.84,49.32,21.21,6.54,0.97,15.47,55.38,104.61
2026-01-25 12:00:00,Tumbaco,17.91,24.52,13.91,28.77,9.76,0.37,12.77,60.22,43.17
2026-01-25 13:00:00,Centro,31.25,72.92,27.42,23.62,6.65,0.92,18.47,59.64,85.33
2026-01-25 14:00:00,Centro,22.94,94.17,26.35,31.46,7.32,0.52,18.84,72.35,101.32
2026-01-25 15:00:00,Centro,23.38,70.47,44.3,8.02,3.99,0.63,22.47,46.29,76.24
2026-01-25 16:00:00,Los Chillos,10.78,40.3,32.2,22.0,2.95,0.59,14.19,52.07,60.7
2026-01-25 17:00:00,Cotocollao,59.39,74.23,47.21,20.12,5.12,0.7,21.46,69.12,155.2
2026-01-25 18:00:00,Tumbaco,14.46,31.49,41.36,26.21,5.21,1.2,25.1,72.48,60.58
2026-01-25 19:00:00,Los Chillos,24.69,81.1,23.36,24.23,2.84,0.94,16.87,72.7,83.13
2026-01-25 20:00:00,Los Chillos,24.38,87.35,57.51,33.58,4.65,0.76,14.13,55.56,123.37
2026-01-25 21:00:00,Los Chillos,29.16,38.22,37.19,14.98,5.8,0.34,16.78,53.26,87.23
2026-01-25 22:00:00,Los Chillos,19.64,37.95,30.88,28.32,5.72,0.42,18.04,58.92,64.82
2026-01-25 23:00:00,Los Chillos,31.98,48.99,39.25,31.91,6.01,0.27,19.69,67.88,105.24
2026-01-26 00:00:00,Carapungo,21.6,49.98,15.27,41.0,5.58,0.6,16.23,82.83,81.61
2026-01-26 01:00:00,Tumbaco,19.39,35.21,16.64,24.63,3.99,0.36,22.67,40.43,60.64
2026-01-26 02:00:00,Los Chillos,15.32,76.5,19.12,30.27,3.97,0.55,14.66,62.35,64.43
2026-01-26 03:00:00,Tumbaco,31.33,33.04,24.62,15.37,2.6,0.87,12.78,49.01,77.72
2026-01-26 04:00:00,Carapungo,16.25,51.51,21.58,11.26,8.57,0.84,21.32,45.17,65.55
2026-01-26 05:00:00,Carapungo,31.82,45.87,40.38,33.91,5.03,0.59,11.18,76.6,96.55
2026-01-26 06:00:00,Tumbaco,21.66,44.93,28.77,27.96,4.55,0.58,17.39,71.54,82.47
2026-01-26 07:00:00,Centro,53.15,88.79,64.18,36.25,3.14,1.46,27.35,70.39,152.53
2026-01-26 08:00:00,Cotocollao,33.85,58.18,45.0,18.39,10.87,1.06,17.96,76.05,95.85
2026-01-26 09:00:00,Centro,44.02,136.12,35.9,31.64,2.85,0.8,14.64,59.24,146.58
2026-01-26 10:00:00,Centro,31.29,92.81,25.52,41.08,4.14,0.31,17.83,59.81,100.46
2026-01-26 11:00:00,Centro,29.15,50.39,49.0,30.94,5.83,0.68,17.85,91.23,96.0
2026-01-26 12:00:00,Los Chillos,29.71,17.0,31.23,29.94,6.2,0.77,18.48,62.04,65.75
2026-01-26 13:00:00,Carapungo,51.59,78.15,32.09,28.06,6.92,0.47,19.99,73.82,129.79
2026-01-26 14:00:00,Centro,24.56,48.62,30.32,17.0,8.62,0.66,14.88,65.08,78.68
2026-01-26 15:00:00,Carapungo,14.35,73.92,11.43,37.49,6.01,0.53,23.06,42.82,71.64
2026-01-26 16:00:00,Tumbaco,17.03,12.36,13.15,23.72,2.89,0.56,18.74,40.46,47.05
2026-01-26 17:00:00,Cotocollao,70.35,96.34,66.48,31.53,4.49,0.15,20.18,58.05,180.15
2026-01-26 18:00:00,Tumbaco,18.68,32.2,17.71,17.06,5.62,0.83,16.12,77.67,68.4
2026-01-26 19:00:00,Tumbaco,42.14,67.15,31.82,19.74,9.14,1.19,21.86,74.46,105.55
2026-01-26 20:00:00,Los Chillos,53.13,67.82,49.59,38.05,2.2,0.71,17.23,75.97,147.36
2026-01-26 21:00:00,Cotocollao,19.33,33.76,16.46,25.57,7.41,0.61,18.83,53.16,46.66
2026-01-26 22:00:00,Tumbaco,21.24,31.12,21.18,38.17,5.36,0.45,15.2,84.39,59.76
2026-01-26 23:00:00,Tumbaco,28.02,44.24,26.0,27.45,6.68,0.67,15.01,53.42,72.85
2026-01-27 00:00:00,Cotocollao,20.86,51.25,27.61,15.11,4.8,0.56,20.06,67.55,78.2
2026-01-27 01:00:00,Cotocollao,22.41,59.14,52.74,34.24,3.32,0.41,16.67,64.88,95.05
2026-01-27 02:00:00,Tumbaco,13.88,59.72,9.32,23.87,6.5,0.87,15.44,62.91,58.71
2026-01-27 03:00:00,Cotocollao,15.27,23.69,36.82,32.89,6.31,0.79,16.07,81.06,57.41
2026-01-27 04:00:00,Tumbaco,13.44,55.41,18.89,28.18,6.94,0.48,20.1,56.54,58.03
2026-01-27 05:00:00,Tumbaco,9.77,37.25,24.94,17.2,4.97,0.7,16.11,48.8,45.46
2026-01-27 06:00:00,Los Chillos,22.27,31.52,28.53,29.15,3.8,0.71,17.65,65.24,75.35
2026-01-27 07:00:00,Centro,33.26,52.6,40.18,43.37,1.88,1.09,18.05,60.2,100.74
2026-01-27 08:00:00,Tumbaco,28.64,50.6,32.2,31.45,6.64,0.39,12.25,100.0,98.76
2026-01-27 09:00:00,Carapungo,18.63,114.71,19.77,27.6,5.85,1.2,13.59,73.12,81.2
2026-01-27 10:00:00,Centro,34.51,60.32,41.76,35.53,3.07,0.49,19.01,60.09,100.79
2026-01-27 11:00:00,Centro,40.14,94.73,38.34,29.47,3.92,0.53,15.79,52.33,137.36
2026-01-27 12:00:00,Centro,8.47,32.53,42.15,29.47,4.07,1.13,21.17,42.44,61.44
2026-01-27 13:00:00,Los Chillos,24.99,44.82,33.46,20.36,2.03,0.66,20.9,52.7,70.61
2026-01-27 14:00:00,Tumbaco,25.46,20.97,22.35,29.64,3.36,0.52,20.16,66.38,69.74
2026-01-27 15:00:00,Los Chillos,12.32,50.45,26.18,35.25,2.73,0.16,23.46,82.13,56.9
2026-01-27 16:00:00,Tumbaco,28.3,46.64,14.36,22.15,4.18,0.88,17.75,78.46,70.44
2026-01-27 17:00:00,Los Chillos,38.03,58.03,28.95,37.97,3.52,0.5,19.95,67.75,95.62
2026-01-27 18:00:00,Los Chillos,24.54,8.91,51.74,27.36,1.75,0.6,16.25,61.12,102.3
2026-01-27 19:00:00,Carapungo,42.03,93.57,71.16,21.79,9.05,0.8,25.36,68.23,144.12
2026-01-27 20:00:00,Los Chillos,39.7,77.33,34.64,34.98,7.51,1.32,23.95,58.78,107.37
2026-01-27 21:00:00,Cotocollao,24.87,56.17,27.9,25.99,3.44,0.75,18.04,85.62,95.7
2026-01-27 22:00:00,Carapungo,34.2,82.6,23.09,33.32,5.54,0.57,19.16,62.73,108.41
2026-01-27 23:00:00,Los Chillos,14.63,28.93,34.38,25.96,5.83,0.66,22.08,63.96,56.9
2026-01-28 00:00:00,Centro,32.7,77.28,42.45,27.58,7.38,0.48,17.56,38.41,101.57
2026-01-28 01:00:00,Cotocollao,11.76,69.18,44.58,31.45,3.36,0.63,16.03,62.65,85.7
2026-01-28 02:00:00,Cotocollao,23.22,20.15,19.77,30.04,7.18,0.61,20.62,75.04,61.88
2026-01-28 03:00:00,Cotocollao,16.25,54.77,24.17,14.03,3.9,0.79,18.24,52.19,50.87
2026-01-28 04:00:00,Carapungo,20.95,48.67,34.91,20.15,2.33,0.79,18.55,55.99,92.99
2026-01-28 05:00:00,Los Chillos,31.89,43.78,30.17,34.51,6.45,0.7,15.5,74.51,88.81
2026-01-28 06:00:00,Los Chillos,30.73,50.22,23.27,27.08,7.58,0.53,12.85,47.28,97.52
2026-01-28 07:00:00,Centro,56.43,79.15,37.83,24.33,10.18,1.12,18.71,77.69,154.7
2026-01-28 08:00:00,Centro,27.85,73.22,67.31,18.49,2.6,0.87,20.71,58.61,108.59
2026-01-28 09:00:00,Cotocollao,32.12,75.1,50.77,20.44,6.4,0.58,17.32,60.34,119.7
2026-01-28 10:00:00,Centro,44.39,40.17,24.74,13.85,4.18,0.52,22.31,51.51,93.45
2026-01-28 11:00:00,Carapungo,30.07,37.33,46.6,27.29,6.57,0.62,15.89,69.54,79.95
2026-01-28 12:00:00,Los Chillos,40.55,55.19,34.36,23.81,2.06,0.78,14.84,94.52,105.52
2026-01-28 13:00:00,Cotocollao,27.66,30.54,28.68,21.23,2.47,0.56,17.8,74.38,79.62
2026-01-28 14:00:00,Centro,32.95,76.99,35.89,27.52,3.45,0.36,17.75,54.63,100.66
2026-01-28 15:00:00,Carapungo,25.39,67.52,38.26,30.55,5.16,0.61,20.31,78.63,92.2
2026-01-28 16:00:00,Carapungo,29.99,24.85,23.54,42.65,3.72,0.62,15.68,61.2,89.6
2026-01-28 17:00:00,Centro,43.64,73.16,53.0,17.42,6.32,0.96,22.1,81.49,131.35
2026-01-28 18:00:00,Los Chillos,41.5,94.37,11.67,36.12,7.05,1.18,23.9,74.68,109.82
2026-01-28 19:00:00,Centro,62.27,63.59,67.22,34.81,6.2,1.21,17.88,29.68,173.74
2026-01-28 20:00:00,Cotocollao,25.92,62.76,20.64,22.55,8.24,0.72,21.75,52.95,83.63
2026-01-28 21:00:00,Centro,15.89,72.7,51.84,29.42,5.83,0.48,14.83,76.33,69.79
2026-01-28 22:00:00,Carapungo,9.5,73.78,29.07,24.8,2.57,0.39,21.23,66.82,69.33
2026-01-28 23:00:00,Centro,36.49,57.72,32.63,29.3,7.73,0.74,21.14,52.71,107.24
2026-01-29 00:00:00,Los Chillos,13.17,36.04,19.98,38.56,3.79,0.89,20.59,57.4,59.96
2026-01-29 01:00:00,Tumbaco,3.82,53.07,18.16,32.24,6.82,0.54,17.95,42.13,54.31
2026-01-29 02:00:00,Centro,35.15,99.52,50.89,31.56,8.15,0.55,9.14,63.94,121.5
2026-01-29 03:00:00,Los Chillos,41.94,59.68,5.1,24.99,5.91,0.89,16.07,91.53,98.75
2026-01-29 04:00:00,Los Chillos,21.95,46.28,35.22,17.61,2.01,0.7,16.12,74.66,65.54
2026-01-29 05:00:00,Carapungo,37.32,42.74,36.02,26.54,3.16,0.69,15.07,91.29,104.21
2026-01-29 06:00:00,Los Chillos,22.65,32.54,15.34,36.45,7.65,0.36,18.37,75.59,79.94
2026-01-29 07:00:00,Los Chillos,31.81,79.26,24.6,17.31,4.66,1.1,16.74,77.33,92.23
2026-01-29 08:00:00,Los Chillos,44.03,76.91,57.62,20.61,5.16,0.62,15.53,88.69,127.18
2026-01-29 09:00:00,Los Chillos,29.52,99.04,26.15,28.88,6.52,0.56,14.82,69.53,97.7
2026-01-29 10:00:00,Cotocollao,26.55,60.23,17.35,21.11,6.39,0.53,15.85,62.75,79.23
2026-01-29 11:00:00,Cotocollao,27.03,24.7,37.51,22.45,5.56,0.48,21.36,77.39,69.96
2026-01-29 12:00:00,Carapungo,21.65,79.01,36.02,25.03,4.58,0.56,16.02,82.45,93.65
2026-01-29 13:00:00,Centro,41.91,42.04,24.5,18.44,4.37,0.31,16.46,59.24,101.97
2026-01-29 14:00:00,Los Chillos,20.6,39.24,26.73,21.18,6.72,0.79,16.63,56.34,74.52
2026-01-29 15:00:00,Centro,22.34,68.25,23.51,32.92,6.11,0.83,19.02,66.67,69.95
2026-01-29 16:00:00,Centro,36.81,104.91,47.33,18.85,4.49,0.21,19.37,74.98,131.01
2026-01-29 17:00:00,Carapungo,28.88,178.72,65.31,16.81,7.16,1.19,8.87,74.58,163.42
2026-01-29 18:00:00,Los Chillos,33.34,81.15,43.88,23.59,4.74,0.66,21.06,47.91,119.2
2026-01-29 19:00:00,Los Chillos,32.89,63.38,41.84,33.12,3.3,1.16,22.31,87.94,113.85
2026-01-29 20:00:00,Tumbaco,36.82,63.62,46.91,26.62,3.48,0.88,14.85,57.31,117.42
2026-01-29 21:00:00,Centro,36.12,81.64,35.0,24.75,3.04,0.61,15.08,61.82,119.43
2026-01-29 22:00:00,Centro,30.52,56.27,21.76,28.31,4.46,0.56,16.65,54.17,102.45
2026-01-29 23:00:00,Cotocollao,31.4,79.12,31.46,15.78,7.47,0.84,15.73,97.38,93.58
2026-01-30 00:00:00,Tumbaco,26.5,38.76,33.35,31.46,3.39,0.35,18.67,67.9,89.98
2026-01-30 01:00:00,Cotocollao,29.11,57.71,18.57,30.68,5.38,0.72,12.16,54.79,84.85
2026-01-30 02:00:00,Cotocollao,24.29,60.49,24.32,25.13,3.69,0.82,14.65,75.37,81.58
2026-01-30 03:00:00,Cotocollao,12.66,56.46,31.16,35.04,4.48,0.74,22.62,74.23,58.59
2026-01-30 04:00:00,Carapungo,17.52,74.86,31.94,20.11,1.98,1.06,15.22,62.75,81.16
2026-01-30 05:00:00,Carapungo,25.43,46.46,22.28,35.9,4.56,0.49,21.73,75.09,70.18
2026-01-30 06:00:00,Cotocollao,18.84,40.29,37.37,29.08,4.61,0.79,19.07,55.1,72.79
2026-01-30 07:00:00,Tumbaco,24.61,34.2,52.27,25.64,6.08,0.87,12.57,59.08,82.35
2026-01-30 08:00:00,Centro,47.15,108.34,55.8,27.86,5.45,1.27,19.91,40.88,150.94
2026-01-30 09:00:00,Tumbaco,31.49,68.02,21.32,27.25,2.6,0.9,17.65,49.11,91.42
2026-01-30 10:00:00,Los Chillos,21.44,51.87,12.61,36.54,7.17,0.52,16.63,86.69,69.82
2026-01-30 11:00:00,Carapungo,33.66,91.15,35.18,20.46,5.42,0.86,18.73,84.7,99.22
2026-01-30 12:00:00,Centro,31.52,62.88,47.36,22.66,5.4,0.5,19.42,65.79,92.67
2026-01-30 13:00:00,Centro,8.67,77.04,40.32,35.25,4.98,0.32,20.12,84.96,77.55
2026-01-30 14:00:00,Los Chillos,14.49,28.62,24.98,23.83,3.96,0.5,21.53,63.08,48.84
2026-01-30 15:00:00,Los Chillos,20.85,39.19,20.29,34.3,5.44,0.72,19.22,62.08,78.04
2026-01-30 16:00:00,Cotocollao,13.55,60.98,17.89,39.9,5.95,0.88,13.87,65.68,69.86
2026-01-30 17:00:00,Carapungo,52.26,112.59,61.77,25.19,1.51,0.93,16.58,63.5,168.25
2026-01-30 18:00:00,Carapungo,66.78,79.15,63.0,32.77,3.92,1.3,26.83,62.42,188.84
2026-01-30 19:00:00,Tumbaco,38.1,52.71,15.16,19.92,4.49,0.49,20.17,78.72,87.33
2026-01-30 20:00:00,Cotocollao,33.48,36.68,62.24,33.28,5.51,0.77,25.11,66.8,106.92
2026-01-30 21:00:00,Cotocollao,37.32,43.61,32.55,29.4,7.39,0.54,22.19,73.55,105.7
2026-01-30 22:00:00,Cotocollao,25.51,64.19,39.82,31.31,3.46,0.58,18.73,77.38,98.59
2026-01-30 23:00:00,Cotocollao,21.23,58.99,15.69,23.48,4.0,0.62,18.9,69.66,69.09
2026-01-31 00:00:00,Carapungo,22.22,68.26,18.3,16.37,3.97,0.74,17.89,53.36,87.11
2026-01-31 01:00:00,Carapungo,25.45,59.47,30.95,31.52,3.4,0.51,12.79,48.77,85.29
2026-01-31 02:00:00,Cotocollao,20.78,49.62,31.92,13.56,4.31,0.63,18.05,66.79,74.29
2026-01-31 03:00:00,Tumbaco,18.69,28.08,31.5,25.78,6.54,0.59,21.63,62.94,66.23
2026-01-31 04:00:00,Centro,32.6,77.68,42.91,34.59,2.89,0.41,16.2,66.05,103.06
2026-01-31 05:00:00,Centro,30.83,71.84,32.28,29.34,5.86,0.58,19.24,64.81,100.26
2026-01-31 06:00:00,Tumbaco,20.4,41.9,13.43,41.64,1.6,0.57,20.55,96.0,77.43
2026-01-31 07:00:00,Cotocollao,52.02,61.23,57.49,35.18,3.88,0.85,15.27,49.04,147.9
2026-01-31 08:00:00,Carapungo,57.71,24.76,33.7,23.42,4.34,0.91,16.65,41.12,123.07
2026-01-31 09:00:00,Centro,21.25,129.06,79.86,28.19,8.35,0.92,14.95,68.99,135.98
2026-01-31 10:00:00,Los Chillos,1.57,37.82,22.72,27.67,4.45,0.51,15.53,60.48,42.74
2026-01-31 11:00:00,Los Chillos,29.47,32.06,37.72,16.92,0.6,0.85,14.14,68.79,92.19
2026-01-31 12:00:00,Tumbaco,8.85,44.32,24.35,21.42,1.0,0.37,15.3,72.01,55.67
2026-01-31 13:00:00,Cotocollao,22.22,43.03,26.29,24.07,5.07,0.46,22.26,80.41,68.96
2026-01-31 14:00:00,Centro,17.69,85.26,29.18,13.75,6.23,1.16,15.25,46.91,87.41
2026-01-31 15:00:00,Cotocollao,8.34,59.68,24.5,28.33,5.75,0.39,18.38,58.32,61.33
2026-01-31 16:00:00,Centro,36.86,77.35,39.8,26.26,5.34,0.33,16.49,70.15,103.7
2026-01-31 17:00:00,Tumbaco,33.69,29.41,30.74,16.29,7.32,1.12,21.54,74.25,90.28
2026-01-31 18:00:00,Tumbaco,20.87,75.81,24.3,30.83,3.92,0.28,21.93,91.32,62.96
2026-01-31 19:00:00,Los Chillos,1.91,73.38,35.51,33.01,6.79,0.83,20.59,76.47,68.41
2026-01-31 20:00:00,Cotocollao,29.09,65.11,42.29,29.59,1.74,1.54,18.92,64.32,113.92
2026-01-31 21:00:00,Los Chillos,25.13,47.15,7.97,25.73,3.19,0.29,17.31,54.31,71.21
2026-01-31 22:00:00,Cotocollao,11.19,20.19,31.53,32.14,1.39,0.2,14.42,58.23,48.15
2026-01-31 23:00:00,Los Chillos,23.47,51.13,17.16,32.76,4.45,0.3,23.83,57.89,74.11
2026-02-01 00:00:00,Carapungo,28.44,38.43,20.51,30.15,4.91,0.78,15.72,72.86,90.74
2026-02-01 01:00:00,Carapungo,34.62,32.12,14.95,22.23,5.23,0.82,19.99,68.08,92.16
2026-02-01 02:00:00,Carapungo,29.84,28.81,13.84,29.94,5.12,0.5,21.18,49.12,71.4
2026-02-01 03:00:00,Carapungo,18.48,80.2,18.4,36.37,3.14,0.74,16.33,59.77,81.08
2026-02-01 04:00:00,Centro,44.2,49.79,27.06,23.82,4.62,0.88,21.11,75.53,117.41
2026-02-01 05:00:00,Carapungo,26.95,88.41,52.81,42.69,2.01,0.96,20.29,69.22,106.69
2026-02-01 06:00:00,Tumbaco,17.43,29.57,16.63,24.32,7.73,0.55,23.18,71.82,52.63
2026-02-01 07:00:00,Tumbaco,17.44,23.27,31.71,28.23,4.39,0.21,16.59,69.6,71.0
2026-02-01 08:00:00,Centro,38.75,59.33,59.23,23.29,4.02,0.65,14.14,84.52,129.41
2026-02-01 09:00:00,Carapungo,29.1,123.9,50.79,29.56,8.18,0.77,16.48,67.83,131.1
2026-02-01 10:00:00,Carapungo,26.8,55.46,31.69,15.8,2.52,0.55,18.63,60.37,72.24
2026-02-01 11:00:00,Carapungo,46.4,47.81,20.07,24.18,2.75,0.56,18.17,54.01,103.88
